,country,description,points,price,variety,description_length
173,US,though planted east facing lone oak vineyard adjacent legendary vine gary rosella nose conveys lemon lime soda white rock minerality flavor combine baked apple yeasty bread lime bright acidity exhilarates tongue making perfect partner lunch shellfish halibut chicken salad,90,45.0,Chardonnay,356
174,US,gorgeously salmon colored rosé made predominantly grenache co fermented dry viognier yolo county wine delicately pretty nose peach light medium body despite alcohol though finish fall fast,86,18.0,Rosé,260
175,France,impressive fine range wine producer wine structured dense without ever losing sight balance fruit acidity make wine dusty texture coupled dry center fruit wood tannin acidity juicy berry fruit give freshness everything ready long aging drink,95,60.0,Malbec,364
176,US,searing acidity mark wine taste like lot edna valley fruit blend also show bright strong long hangtime flavor lime pineapple actually quite fine chardonnay dry low alcohol great value price,89,15.0,Chardonnay,267
177,US,elegant effort cab sauvignon merlot cab franc still wrapped tight showing tart cassis berry fruit lot classic ciel minerality underlying fruit hard tannin lightly peppery herbal detail alcohol classic example washington brings bright new world fruit terroir style retains elegance old world,91,40.0,Red Blend,421
178,Italy,pretty note italian espresso chocolate spice revolve around core solid black fruit elegant refined wine boat traditional style never overdone powerful fact showcase delicate berry nuance nicely mouth drink,93,90.0,Sangiovese Grosso,297
179,US,strong complex aroma note tropical fruit coconut mouth oaky spicy penetrating bright effusive flavor might go far call racy alcohol content high drink little soft seductive wine crowd pleaser sure,89,27.0,Chardonnay,305
180,Italy,blend merlot cabernet refosco aged french oak open bold black intensity bearing note dark fruit ripe blackberry sweet spice mouthfeel chewy soft touch pulpy sweetness close,88,20.0,Red Blend,246
181,US,baking spice toasted wood add warmth preserved black cherry plum flavor bold lushly textured cabernet franc tannin quite soft dense fruit profile give weight body,86,18.0,Cabernet Franc,211
182,US,extremely limited case syrah dedicated owner daughter jaden pictured label classy wahluke slope fruit sends citrus spice pineapple lime aroma bright sappy raspberry cherry fruit,93,55.0,Syrah,242
183,US,bold striking aroma mushroom seaweed organic funk set apart ken wright vineyard designates plenty tart tangy cherry fruit also though seems hit wall perhaps due recent bottling wine could score even higher additional bottle age,91,50.0,Pinot Noir,312
184,US,ripe pungent rich fruit driven mix fig peach melon interesting herbal highlight acidity past thyme rosemary streak continues finish fruit maintains power polish lightest barrel influence perceptible kiss toast,91,20.0,Sémillon,343
185,France,clos de la chapelle surround old chapel morgeot premier cru full ripe intense yellow fruit toast flavor combine tight acidity create richness structure complex concentrated age worthy,94,85.0,Chardonnay,248
186,France,refined complex syrah grand cru minervois la liviniere raspberry blueberry rosemary thin mint flesh velvety texture supported solid backbone gripping tannin balanced acidity coffee cocoa note develop lush lingering finish,90,46.0,Syrah,285
187,US,firm compact mix wild berry plum cassis fruit giving cab dominated blend sleek appeal good st emilion without aggressive herbaceousness obvious new oak lovely suggestion barrel never override superb fruit,90,50.0,Red Blend,282
188,US,typo vineyard bottling conceals intentionally fruit source grape come one oregon expensive highly reviewed producer crystal clear appearance flavor building upon cranberry raspberry base potent young wine expressive purity streak gun metal often found consulting winemaker robert brittan wine add stylish note finish,94,55.0,Pinot Noir,449
189,Italy,wine personality make want smile one big rich friendly wine full fruit approachable easy drink particularly serious put long aging drink burger roast chicken give pleasure,85,29.0,Dolcetto,311
190,Italy,bouquet dominated banana spicy vanilla note banana mouth persistence grigios lean spicy finish imported opici import company,87,16.0,Pinot Grigio,190
191,Italy,syrupy rich meaty wine open impressive intensity extraction bruiser pleaser delivers aroma cherry liqueur blackberry jam exotic spice also masculine opulent wine could use year cellar aging,91,50.0,Sangiovese Grosso,274
192,US,beautiful chardonnay notable elegant structure perfect acidity hint tannin much oak barrel provide framework pineapple kiwi fruit flavor enriched note cream buttered toast,93,40.0,Chardonnay,244
193,France,ripe warm full bodied crémant creamy rich mousse soft citrus light acidity wine forward fruity fresh lightly tangy end,86,18.0,Sparkling Blend,168
194,France,fine ripe fruit show full flavored wine much vanilla toast spice character peach note texture though fruit tight apple skin final fresh acidity,93,81.0,Chardonnay,222
195,France,ripe spicy blend syrah cabernet sauvignon merlot ripe black fruit laced firm dry tannin herbal character give edge,87,20.0,Red Blend,180
196,Spain,aroma raw oak cinnamon bacon clove outmuscle fruit rough tannic scraping flavor toast chocolate baking spice push blackberry black plum fruit towards oaky abrasive finish rocky tannin accent chocolate cinnamon holding another couple year may may soften fierce tasty rdd,90,40.0,Tempranillo,362
197,France,ripe soft smooth toast inspired texture blackberry fruit rich side still young needing another year pull firmly together elegance already show,89,42.0,Cabernet Franc,186
198,France,even though weighty full dense wine fine balance acidity cut richness,88,17.0,Bordeaux-style Red Blend,121
199,Italy,aged new barriques open aroma oak oak driven spice whiff savory herb palate dominated oak vanilla coffee muffle dried dark cherry mineral flavor linear quality lack fruit richness still vice like grip wood tannin,87,40.0,Nebbiolo,310
200,France,wine manages combine delicacy elegance margaux richness direction claire villars also château ferrière classed growth confidence estate vineyard lie adjacent château margaux great acidity black fruit finish ensemble,92,17.0,Bordeaux-style Red Blend,327
201,US,bit oaky extracted trade winemaker elaboration natural subtlety grape rich cherry raspberry heavy handed drink,85,35.0,Pinot Noir,168
202,France,relatively dark colored rosé feature nicely perfumed aroma fruit blossom black cherry add hint dark chocolate palate fullish heavy balanced lemony note finish,86,13.0,Rosé,227
203,US,kind like pinot grigio delicate unoaked although leesy wine citrusy figgy flavor bright citrusy acidity leading slightly sweet finish food versatile user friendly,85,16.0,Verdelho,212
204,US,made entirely chardonnay elegant delicate winery current bubbly dry sophisticated wine subtle citrus peach apple yeast flavor never cellared sparkling wine try stashing away decade,90,24.0,Sparkling Blend,272
205,US,tart acidity taste raspberry jam bubblegum gassiness reminiscent beaujolais easy refreshing,83,12.0,Zinfandel,132
206,US,mix vineyard taste berry raisin cooked plum baking spice tannin hard slightly bitter seems hint residual sugar perhaps mitigate bitterness,84,22.0,Cabernet Sauvignon,216
207,US,strong oaky ripe chardonnay grown mountain better known cabernet powerful intense pineapple tart pear marmalade meyer lemon lime flavor liberally oaked show creamy influence lee particularly subtle wine want drink cold,92,38.0,Chardonnay,323
208,US,much going watery wine taste like alcohol drop grapefruit juice,81,11.0,Pinot Grigio,99
209,US,raw fresh jammy mulberry blackberry pepper flavor rustic wine rustic food,83,10.0,Zinfandel,97
210,US,soft slightly sweet simple syrah fairly modest blackberry licorice flavor cola flavor drink,85,29.0,Syrah,119
211,US,given modest price weighty alcohol wine find many admirer thick tannic could pas heavier red pinot noir offer bulky rustic fruit flavor heat finish,86,25.0,Pinot Noir,220
212,US,wine add growing case made cabernet sauvignon livermore valley mother vine reserve smallish offering concannon loaded black olive tea black pepper cab franc esque way yet intensely dark brooding velvety,88,35.0,Cabernet Sauvignon,270
213,US,original vine fact oldest pinot gris vine country deliver exquisite detail earth stone around solid core apple asian pear bone dry exceptional depth,94,33.0,Pinot Gris,212
214,Italy,made sangiovese locorosso intense fragrance wild cherry underbrush accented tobacco spice palate dense delicious delivering black cherry layered carob coffee white pepper note already enjoyable drink soon,90,14.0,Sangiovese,265
215,US,good santa barbara character chardonnay brisk acidity minerality girding tropical fruit peach flavor little thin elegantly structured,86,15.0,Chardonnay,182
216,US,sweet delicious true port style wine high acidity packed tannin sugar level high make wine drinkable flavor chocolate red currant vanilla,91,50.0,Port,217
217,US,although vineyard source great bottlings others one sharpness throughout detracts green mint taste suggests unripe tannin red cherry pomegranate unlikely age drink,86,42.0,Pinot Noir,236
218,US,fresh jammy sharp acidity berry flavor taste right fermenter seems like released awfully young might calm month,83,25.0,Cabernet Sauvignon,171
219,US,polished balanced masterpiece show restraint already drinkable great acidity fine intermingling spice red fruit flavor wine appeal lover gamay pinot noir,91,29.0,Pinot Noir,222
220,Italy,plush rich expression pinot grigio northeast italy would pair white meat seafood risotto spicy dish far east mouthfeel smooth rich long lasting,90,28.0,Pinot Grigio,191
221,US,almost smell mineral acid chardonnay flavor verify aroma adding fruitier note lime sweet apple white peach complexed creamy smoky nuance new oak sur lie aging,90,28.0,Chardonnay,229
222,US,bit heavy rosé without quite liveliness want fruity wine forward raspberry vanilla cocoa spice flavor,84,22.0,Rosé,145
